date_of_trip,Member type,count
2016-06-10,Member,10839
2016-06-11,Casual,4328
2016-06-11,Member,7665
2016-06-12,Casual,4153
2016-06-12,Member,6870
2016-06-13,Casual,2607
2016-06-13,Member,10554
2016-06-14,Casual,2409
2016-06-14,Member,11540
2016-06-15,Casual,2277
2016-06-15,Member,10677
2016-06-16,Casual,1778
2016-06-16,Member,9278
2016-06-17,Casual,2826
2016-06-17,Member,10464
2016-06-18,Casual,5823
2016-06-18,Member,7727
2016-06-19,Casual,4779
2016-06-19,Member,7051
2016-06-20,Casual,2818
2016-06-20,Member,10094
2016-06-21,Casual,1672
2016-06-21,Member,7841
2016-06-22,Casual,2876
2016-06-22,Member,11026
2016-06-23,Casual,1598
2016-06-23,Member,7837
2016-06-24,Casual,2617
2016-06-24,Member,9788
2016-06-25,Casual,5858
2016-06-25,Member,7742
2016-06-26,Casual,5274
2016-06-26,Member,7082
2016-06-27,Casual,2332
2016-06-27,Member,9590
2016-06-28,Casual,1624
2016-06-28,Member,9440
2016-06-29,Casual,2464
2016-06-29,Member,11314
2016-06-30,Casual,2396
2016-06-30,Member,10923
2016-07-01,Casual,3026
2016-07-01,Member,9379
2016-07-02,Casual,7360
2016-07-02,Member,6712
2016-07-03,Casual,7759
2016-07-03,Member,5277
2016-07-04,Casual,3708
2016-07-04,Member,3892
2016-07-05,Casual,3107
2016-07-05,Member,8863
2016-07-06,Casual,2531
2016-07-06,Member,9917
2016-07-07,Casual,2270
2016-07-07,Member,9948
2016-07-08,Casual,2309
2016-07-08,Member,9272
2016-07-09,Casual,4818
2016-07-09,Member,7380
2016-07-10,Casual,4681
2016-07-10,Member,7300
2016-07-11,Casual,2751
2016-07-11,Member,9959
2016-07-12,Casual,2543
2016-07-12,Member,10625
2016-07-13,Casual,2311
2016-07-13,Member,10209
2016-07-14,Casual,2433
2016-07-14,Member,9653
2016-07-15,Casual,3111
2016-07-15,Member,9502
2016-07-16,Casual,7359
2016-07-16,Member,6478
2016-07-17,Casual,8629
2016-07-17,Member,6897
2016-07-18,Casual,2225
2016-07-18,Member,7504
2016-07-19,Casual,2383
2016-07-19,Member,9942
2016-07-20,Casual,2569
2016-07-20,Member,10731
2016-07-21,Casual,2528
2016-07-21,Member,10334
2016-07-22,Casual,3033
2016-07-22,Member,9072
2016-07-23,Casual,4167
2016-07-23,Member,6094
2016-07-24,Casual,3986
2016-07-24,Member,5629
2016-07-25,Casual,2202
2016-07-25,Member,8073
2016-07-26,Casual,2107
2016-07-26,Member,9043
2016-07-27,Casual,2062
2016-07-27,Member,9506
2016-07-28,Casual,1813
2016-07-28,Member,7553
2016-07-29,Casual,3061
2016-07-29,Member,9090
2016-07-30,Casual,3708
2016-07-30,Member,5230
2016-07-31,Casual,4398
2016-07-31,Member,6446
2016-08-01,Casual,2713
2016-08-01,Member,9238
2016-08-02,Casual,2771
2016-08-02,Member,10603
2016-08-03,Casual,2912
2016-08-03,Member,10679
2016-08-04,Casual,3157
2016-08-04,Member,10398
2016-08-05,Casual,3462
2016-08-05,Member,9724
2016-08-06,Casual,4894
2016-08-06,Member,6446
2016-08-07,Casual,5122
2016-08-07,Member,6840
2016-08-08,Casual,2708
2016-08-08,Member,9218
2016-08-09,Casual,2562
2016-08-09,Member,9862
2016-08-10,Casual,2392
2016-08-10,Member,9866
2016-08-11,Casual,2496
2016-08-11,Member,8970
2016-08-12,Casual,2627
2016-08-12,Member,8226
2016-08-13,Casual,3400
2016-08-13,Member,5317
2016-08-14,Casual,2732
2016-08-14,Member,4976
2016-08-15,Casual,1766
2016-08-15,Member,7474
2016-08-16,Casual,2059
2016-08-16,Member,9257
2016-08-17,Casual,1977
2016-08-17,Member,9011
2016-08-18,Casual,2380
2016-08-18,Member,9441
2016-08-19,Casual,2669
2016-08-19,Member,9246
2016-08-20,Casual,4875
2016-08-20,Member,6659
2016-08-21,Casual,2666
2016-08-21,Member,4586
2016-08-22,Casual,2664
2016-08-22,Member,9685
2016-08-23,Casual,2433
2016-08-23,Member,10609
2016-08-24,Casual,2355
2016-08-24,Member,10398
2016-08-25,Casual,2427
2016-08-25,Member,10097
2016-08-26,Casual,2387
2016-08-26,Member,8909
2016-08-27,Casual,4447
2016-08-27,Member,6750
2016-08-28,Casual,3900
2016-08-28,Member,6628
2016-08-29,Casual,2056
2016-08-29,Member,9377
2016-08-30,Casual,1914
2016-08-30,Member,10302
2016-08-31,Casual,1553
2016-08-31,Member,10060
2016-09-01,Casual,1545
2016-09-01,Member,8453
2016-09-02,Casual,3174
2016-09-02,Member,9541
2016-09-03,Casual,5404
2016-09-03,Member,5623
2016-09-04,Casual,7296
2016-09-04,Member,5494
2016-09-05,Casual,4945
2016-09-05,Member,6275
2016-09-06,Casual,2086
2016-09-06,Member,9666
2016-09-07,Casual,1602
2016-09-07,Member,9426
2016-09-08,Casual,1679
2016-09-08,Member,9791
2016-09-09,Casual,2026
2016-09-09,Member,9389
2016-09-10,Casual,3528
2016-09-10,Member,6848
2016-09-11,Casual,4217
2016-09-11,Member,7368
2016-09-12,Casual,2284
2016-09-12,Member,10027
2016-09-13,Casual,2110
2016-09-13,Member,10695
2016-09-14,Casual,1911
2016-09-14,Member,10614
2016-09-15,Casual,2232
2016-09-15,Member,11041
2016-09-16,Casual,2842
2016-09-16,Member,10369
2016-09-17,Casual,5041
2016-09-17,Member,7861
2016-09-18,Casual,4253
2016-09-18,Member,7094
2016-09-19,Casual,953
2016-09-19,Member,7511
2016-09-20,Casual,1926
2016-09-20,Member,10704
2016-09-21,Casual,1859
2016-09-21,Member,10630
2016-09-22,Casual,2046
2016-09-22,Member,10684
2016-09-23,Casual,2987
2016-09-23,Member,10355
2016-09-24,Casual,5192
2016-09-24,Member,7914
2016-09-25,Casual,4674
2016-09-25,Member,7275
2016-09-26,Casual,1844
2016-09-26,Member,9608
2016-09-27,Casual,1883
2016-09-27,Member,10474
2016-09-28,Casual,946
2016-09-28,Member,6781
2016-09-29,Casual,495
2016-09-29,Member,5391
2016-09-30,Casual,1216
2016-09-30,Member,7310
2016-10-01,Casual,1782
2016-10-01,Member,4847
2016-10-02,Casual,3910
2016-10-02,Member,6534
2016-10-03,Casual,2445
2016-10-03,Member,9856
2016-10-04,Casual,2237
2016-10-04,Member,10557
2016-10-05,Casual,1855
2016-10-05,Member,10735
2016-10-06,Casual,2178
2016-10-06,Member,10184
2016-10-07,Casual,3358
2016-10-07,Member,9837
2016-10-08,Casual,1498
2016-10-08,Member,3627
2016-10-09,Casual,4004
2016-10-09,Member,6022
2016-10-10,Casual,3167
2016-10-10,Member,7248
2016-10-11,Casual,1870
2016-10-11,Member,9659
2016-10-12,Casual,1919
2016-10-12,Member,9878
2016-10-13,Casual,2090
2016-10-13,Member,10149
2016-10-14,Casual,2956
2016-10-14,Member,9515
2016-10-15,Casual,5442
2016-10-15,Member,6877
2016-10-16,Casual,4547
2016-10-16,Member,6706
2016-10-17,Casual,2462
2016-10-17,Member,9443
2016-10-18,Casual,2192
2016-10-18,Member,10794
2016-10-19,Casual,2121
2016-10-19,Member,10800
2016-10-20,Casual,2426
2016-10-20,Member,10594
2016-10-21,Casual,1905
2016-10-21,Member,8680
2016-10-22,Casual,2829
2016-10-22,Member,6075
2016-10-23,Casual,3625
2016-10-23,Member,5980
2016-10-24,Casual,1724
2016-10-24,Member,9076
2016-10-25,Casual,1519
2016-10-25,Member,9662
2016-10-26,Casual,1335
2016-10-26,Member,9362
2016-10-27,Casual,860
2016-10-27,Member,8420
2016-10-28,Casual,1720
2016-10-28,Member,8907
2016-10-29,Casual,4623
2016-10-29,Member,6992
2016-10-30,Casual,4536
2016-10-30,Member,6366
2016-10-31,Casual,1886
2016-10-31,Member,8840
2016-11-01,Casual,1488
2016-11-01,Member,9881
2016-11-02,Casual,1629
2016-11-02,Member,10494
2016-11-03,Casual,1661
2016-11-03,Member,10297
2016-11-04,Casual,2398
2016-11-04,Member,9582
2016-11-05,Casual,4527
2016-11-05,Member,6776
2016-11-06,Casual,3646
2016-11-06,Member,6194
2016-11-07,Casual,1452
2016-11-07,Member,8703
2016-11-08,Casual,1864
2016-11-08,Member,10162
2016-11-09,Casual,946
2016-11-09,Member,6453
2016-11-10,Casual,1377
2016-11-10,Member,8874
2016-11-11,Casual,2595
2016-11-11,Member,7253
2016-11-12,Casual,3192
2016-11-12,Member,5135
2016-11-13,Casual,2970
2016-11-13,Member,5185
2016-11-14,Casual,1275
2016-11-14,Member,7935
2016-11-15,Casual,1201
2016-11-15,Member,9194
2016-11-16,Casual,1136
2016-11-16,Member,8910
2016-11-17,Casual,1217
2016-11-17,Member,9278
2016-11-18,Casual,2059
2016-11-18,Member,9194
2016-11-19,Casual,3121
2016-11-19,Member,5126
2016-11-20,Casual,727
2016-11-20,Member,3099
2016-11-21,Casual,528
2016-11-21,Member,6298
2016-11-22,Casual,779
2016-11-22,Member,6847
2016-11-23,Casual,1172
2016-11-23,Member,5731
2016-11-24,Casual,1566
2016-11-24,Member,1762
2016-11-25,Casual,2850
2016-11-25,Member,2981
2016-11-26,Casual,2094
2016-11-26,Member,2897
2016-11-27,Casual,1216
2016-11-27,Member,3651
2016-11-28,Casual,691
2016-11-28,Member,7336
2016-11-29,Casual,287
2016-11-29,Member,6044
2016-11-30,Casual,349
2016-11-30,Member,5821
2016-12-01,Casual,656
2016-12-01,Member,8475
2016-12-02,Casual,921
2016-12-02,Member,7490
2016-12-03,Casual,1423
2016-12-03,Member,4786
2016-12-04,Casual,948
2016-12-04,Member,4316
2016-12-05,Casual,704
2016-12-05,Member,7506
2016-12-06,Casual,155
2016-12-06,Member,3738
2016-12-07,Casual,638
2016-12-07,Member,8017
2016-12-08,Casual,537
2016-12-08,Member,7456
2016-12-09,Casual,455
2016-12-09,Member,5964
2016-12-10,Casual,711
2016-12-10,Member,3491
2016-12-11,Casual,585
2016-12-11,Member,3230
2016-12-12,Casual,573
2016-12-12,Member,6464
2016-12-13,Casual,464
2016-12-13,Member,7279
2016-12-14,Casual,486
2016-12-14,Member,7124
2016-12-15,Casual,148
2016-12-15,Member,4408
2016-12-16,Casual,210
2016-12-16,Member,4307
2016-12-17,Casual,233
2016-12-17,Member,2086
2016-12-18,Casual,425
2016-12-18,Member,2888
2016-12-19,Casual,494
2016-12-19,Member,5834
2016-12-20,Casual,384
2016-12-20,Member,5722
2016-12-21,Casual,560
2016-12-21,Member,6027
2016-12-22,Casual,670
2016-12-22,Member,5517
2016-12-23,Casual,523
2016-12-23,Member,3686
2016-12-24,Casual,281
2016-12-24,Member,1091
2016-12-25,Casual,1240
2016-12-25,Member,915
2016-12-26,Casual,818
2016-12-26,Member,1543
2016-12-27,Casual,1645
2016-12-27,Member,4158
2016-12-28,Casual,1910
2016-12-28,Member,4486
2016-12-29,Casual,842
2016-12-29,Member,3412
2016-12-30,Casual,832
2016-12-30,Member,3615
2016-12-31,Casual,977
2016-12-31,Member,2240
2017-01-01,Casual,1580
2017-01-01,Member,2483
2017-01-02,Casual,181
2017-01-02,Member,1457
2017-01-03,Casual,254
2017-01-03,Member,3517
2017-01-04,Casual,748
2017-01-04,Member,6437
2017-01-05,Casual,402
2017-01-05,Member,5812
2017-01-06,Casual,309
2017-01-06,Member,5261
2017-01-07,Casual,131
2017-01-07,Member,1678
2017-01-08,Casual,142
2017-01-08,Member,1778
2017-01-09,Casual,194
2017-01-09,Member,4423
2017-01-10,Casual,244
2017-01-10,Member,5362
2017-01-11,Casual,589
2017-01-11,Member,6678
2017-01-12,Casual,944
2017-01-12,Member,8147
2017-01-13,Casual,899
2017-01-13,Member,7132
2017-01-14,Casual,165
2017-01-14,Member,1699
2017-01-15,Casual,1436
2017-01-15,Member,3912
2017-01-16,Casual,578
2017-01-16,Member,3907
2017-01-17,Casual,183
2017-01-17,Member,5391
2017-01-18,Casual,535
2017-01-18,Member,6810
2017-01-19,Casual,1031
2017-01-19,Member,6345
2017-01-20,Casual,1384
2017-01-20,Member,4182
2017-01-21,Casual,3412
2017-01-21,Member,4745
2017-01-22,Casual,1180
2017-01-22,Member,2886
2017-01-23,Casual,118
2017-01-23,Member,2787
2017-01-24,Casual,416
2017-01-24,Member,6973
2017-01-25,Casual,793
2017-01-25,Member,8230
2017-01-26,Casual,463
2017-01-26,Member,7585
2017-01-27,Casual,524
2017-01-27,Member,6363
2017-01-28,Casual,1336
2017-01-28,Member,4219
2017-01-29,Casual,1042
2017-01-29,Member,4208
2017-01-30,Casual,194
2017-01-30,Member,5226
2017-01-31,Casual,463
2017-01-31,Member,7301
2017-02-01,Casual,469
2017-02-01,Member,7762
2017-02-02,Casual,439
2017-02-02,Member,7210
2017-02-03,Casual,382
2017-02-03,Member,6161
2017-02-04,Casual,918
2017-02-04,Member,3889
2017-02-05,Casual,1143
2017-02-05,Member,4346
2017-02-06,Casual,879
2017-02-06,Member,7520
2017-02-07,Casual,963
2017-02-07,Member,8833
2017-02-08,Casual,1176
2017-02-08,Member,9443
2017-02-09,Casual,219
2017-02-09,Member,5150
2017-02-10,Casual,425
2017-02-10,Member,5549
2017-02-11,Casual,2045
2017-02-11,Member,4776
2017-02-12,Casual,1086
2017-02-12,Member,3637
2017-02-13,Casual,409
2017-02-13,Member,5955
2017-02-14,Casual,406
2017-02-14,Member,7003
2017-02-15,Casual,511
2017-02-15,Member,6974
2017-02-16,Casual,339
2017-02-16,Member,6088
2017-02-17,Casual,815
2017-02-17,Member,6467
2017-02-18,Casual,5531
2017-02-18,Member,5195
2017-02-19,Casual,7049
2017-02-19,Member,5301
2017-02-20,Casual,4138
2017-02-20,Member,5920
2017-02-21,Casual,1239
2017-02-21,Member,7576
2017-02-22,Casual,1227
2017-02-22,Member,8432
2017-02-23,Casual,2089
2017-02-23,Member,9655
2017-02-24,Casual,3365
2017-02-24,Member,9594
2017-02-25,Casual,2956
2017-02-25,Member,5218
2017-02-26,Casual,1918
2017-02-26,Member,4421
2017-02-27,Casual,937
2017-02-27,Member,7327
2017-02-28,Casual,949
2017-02-28,Member,6879
2017-03-01,Casual,865
2017-03-01,Member,8112
2017-03-02,Casual,696
2017-03-02,Member,7438
2017-03-03,Casual,641
2017-03-03,Member,6100
2017-03-04,Casual,1303
2017-03-04,Member,3980
2017-03-05,Casual,1293
2017-03-05,Member,3706
2017-03-06,Casual,1262
2017-03-06,Member,7321
2017-03-07,Casual,1189
2017-03-07,Member,7194
2017-03-08,Casual,2093
2017-03-08,Member,8878
2017-03-09,Casual,2625
2017-03-09,Member,9781
2017-03-10,Casual,564
2017-03-10,Member,5434
2017-03-11,Casual,1191
2017-03-11,Member,3925
2017-03-12,Casual,1275
2017-03-12,Member,3346
2017-03-13,Casual,849
2017-03-13,Member,5621
2017-03-14,Casual,111
2017-03-14,Member,1472
2017-03-15,Casual,90
2017-03-15,Member,3269
2017-03-16,Casual,381
2017-03-16,Member,4798
2017-03-17,Casual,1162
2017-03-17,Member,6045
2017-03-18,Casual,3718
2017-03-18,Member,4527
2017-03-19,Casual,1930
2017-03-19,Member,3759
2017-03-20,Casual,1839
2017-03-20,Member,7464
2017-03-21,Casual,1895
2017-03-21,Member,8717
2017-03-22,Casual,929
2017-03-22,Member,7384
2017-03-23,Casual,1099
2017-03-23,Member,7517
2017-03-24,Casual,1843
2017-03-24,Member,7243
2017-03-25,Casual,9024
2017-03-25,Member,7167
2017-03-26,Casual,2453
2017-03-26,Member,4168
2017-03-27,Casual,2805
2017-03-27,Member,8562
2017-03-28,Casual,1822
2017-03-28,Member,8622
2017-03-29,Casual,2997
2017-03-29,Member,9792
2017-03-30,Casual,1819
2017-03-30,Member,8505
2017-03-31,Casual,421
2017-03-31,Member,3372
2017-04-01,Casual,4509
2017-04-01,Member,5812
2017-04-02,Casual,6954
2017-04-02,Member,6760
2017-04-03,Casual,2512
2017-04-03,Member,8356
2017-04-04,Casual,2921
2017-04-04,Member,9745
2017-04-05,Casual,3191
2017-04-05,Member,10354
2017-04-06,Casual,583
2017-04-06,Member,5770
2017-04-07,Casual,996
2017-04-07,Member,6600
2017-04-08,Casual,6217
2017-04-08,Member,6291
2017-04-09,Casual,7917
2017-04-09,Member,7216
2017-04-10,Casual,4282
2017-04-10,Member,9460
2017-04-11,Casual,4858
2017-04-11,Member,10513
2017-04-12,Casual,3735
2017-04-12,Member,10353
2017-04-13,Casual,4859
2017-04-13,Member,10575
2017-04-14,Casual,6530
2017-04-14,Member,9508
2017-04-15,Casual,10173
2017-04-15,Member,6723
2017-04-16,Casual,7474
2017-04-16,Member,5655
2017-04-17,Casual,2633
2017-04-17,Member,7645
2017-04-18,Casual,3406
2017-04-18,Member,10346
2017-04-19,Casual,2303
2017-04-19,Member,9390
2017-04-20,Casual,3306
2017-04-20,Member,8967
2017-04-21,Casual,4349
2017-04-21,Member,9192
2017-04-22,Casual,1330
2017-04-22,Member,3155
2017-04-23,Casual,4902
2017-04-23,Member,5842
2017-04-24,Casual,581
2017-04-24,Member,5103
2017-04-25,Casual,733
2017-04-25,Member,7233
2017-04-26,Casual,1881
2017-04-26,Member,10088
2017-04-27,Casual,2990
2017-04-27,Member,10797
2017-04-28,Casual,4237
2017-04-28,Member,10154
2017-04-29,Casual,7154
2017-04-29,Member,7258
2017-04-30,Casual,6724
2017-04-30,Member,6889
2017-05-01,Casual,2304
2017-05-01,Member,8678
2017-05-02,Casual,2518
2017-05-02,Member,10794
2017-05-03,Casual,2482
2017-05-03,Member,10449
2017-05-04,Casual,2195
2017-05-04,Member,9656
2017-05-05,Casual,1511
2017-05-05,Member,5752
2017-05-06,Casual,1769
2017-05-06,Member,4073
2017-05-07,Casual,3801
2017-05-07,Member,5812
2017-05-08,Casual,2330
2017-05-08,Member,9082
2017-05-09,Casual,2266
2017-05-09,Member,10103
2017-05-10,Casual,2760
2017-05-10,Member,10769
2017-05-11,Casual,320
2017-05-11,Member,3327
2017-05-12,Casual,1395
2017-05-12,Member,5818
2017-05-13,Casual,2843
2017-05-13,Member,5334
2017-05-14,Casual,6161
2017-05-14,Member,6705
2017-05-15,Casual,3058
2017-05-15,Member,9522
2017-05-16,Casual,2829
2017-05-16,Member,10811
2017-05-17,Casual,2480
2017-05-17,Member,10299
2017-05-18,Casual,2606
2017-05-18,Member,9798
2017-05-19,Casual,3533
2017-05-19,Member,9894
2017-05-20,Casual,6994
2017-05-20,Member,6801
2017-05-21,Casual,5096
2017-05-21,Member,6005
2017-05-22,Casual,2180
2017-05-22,Member,6926
2017-05-23,Casual,2080
2017-05-23,Member,8442
2017-05-24,Casual,2281
2017-05-24,Member,9661
2017-05-25,Casual,1167
2017-05-25,Member,5547
2017-05-26,Casual,4224
2017-05-26,Member,9367
2017-05-27,Casual,6531
2017-05-27,Member,4944
2017-05-28,Casual,6180
2017-05-28,Member,4008
2017-05-29,Casual,6971
2017-05-29,Member,5960
2017-05-30,Casual,2245
2017-05-30,Member,8058
2017-05-31,Casual,2653
2017-05-31,Member,9519
2017-06-01,Casual,3066
2017-06-01,Member,10589
2017-06-02,Casual,3798
2017-06-02,Member,10312
2017-06-03,Casual,6514
2017-06-03,Member,7384
2017-06-04,Casual,5808
2017-06-04,Member,6826
2017-06-05,Casual,2026
2017-06-05,Member,8614
2017-06-06,Casual,3125
2017-06-06,Member,11014
2017-06-07,Casual,2223
2017-06-07,Member,10339
2017-06-08,Casual,3234
2017-06-08,Member,10718
2017-06-09,Casual,4290
2017-06-09,Member,10285
2017-06-10,Casual,7360
2017-06-10,Member,7317
2017-06-11,Casual,5248
2017-06-11,Member,6587
2017-06-12,Casual,2901
2017-06-12,Member,9404
2017-06-13,Casual,2636
2017-06-13,Member,9898
2017-06-14,Casual,2820
2017-06-14,Member,10387
2017-06-15,Casual,3447
2017-06-15,Member,10396
2017-06-16,Casual,3285
2017-06-16,Member,9180
2017-06-17,Casual,6206
2017-06-17,Member,6987
2017-06-18,Casual,5131
2017-06-18,Member,6030
2017-06-19,Casual,2298
2017-06-19,Member,7125
2017-06-20,Casual,3173
2017-06-20,Member,10804
2017-06-21,Casual,2968
2017-06-21,Member,11042
2017-06-22,Casual,3127
2017-06-22,Member,10372
2017-06-23,Casual,3286
2017-06-23,Member,9232
2017-06-24,Casual,6915
2017-06-24,Member,7406
2017-06-25,Casual,6402
2017-06-25,Member,7219
2017-06-26,Casual,3842
2017-06-26,Member,10550
2017-06-27,Casual,3532
2017-06-27,Member,11483
2017-06-28,Casual,3416
2017-06-28,Member,11477
2017-06-29,Casual,3168
2017-06-29,Member,10777
2017-06-30,Casual,3783
2017-06-30,Member,9969
2017-07-01,Casual,5698
2017-07-01,Member,5711
2017-07-02,Casual,7750
2017-07-02,Member,5833
2017-07-03,Casual,7025
2017-07-03,Member,8268
2017-07-04,Casual,8612
2017-07-04,Member,6791
2017-07-05,Casual,2959
2017-07-05,Member,7628
2017-07-06,Casual,1433
2017-07-06,Member,5924
2017-07-07,Casual,3979
2017-07-07,Member,10002
2017-07-08,Casual,7472
2017-07-08,Member,8045
2017-07-09,Casual,7554
2017-07-09,Member,7748
2017-07-10,Casual,3153
2017-07-10,Member,9766
2017-07-11,Casual,3197
2017-07-11,Member,10479
2017-07-12,Casual,3220
2017-07-12,Member,10265
2017-07-13,Casual,3013
2017-07-13,Member,9646
2017-07-14,Casual,2838
2017-07-14,Member,7474
2017-07-15,Casual,7074
2017-07-15,Member,7395
2017-07-16,Casual,6446
2017-07-16,Member,7138
2017-07-17,Casual,3192
2017-07-17,Member,9286
2017-07-18,Casual,3064
2017-07-18,Member,9858
2017-07-19,Casual,2761
2017-07-19,Member,10405
2017-07-20,Casual,2911
2017-07-20,Member,9762
2017-07-21,Casual,3795
2017-07-21,Member,9144
2017-07-22,Casual,4570
2017-07-22,Member,5458
2017-07-23,Casual,4979
2017-07-23,Member,6071
2017-07-24,Casual,3291
2017-07-24,Member,9228
2017-07-25,Casual,3790
2017-07-25,Member,11184
2017-07-26,Casual,3954
2017-07-26,Member,11595
2017-07-27,Casual,3934
2017-07-27,Member,10718
2017-07-28,Casual,1129
2017-07-28,Member,4597
2017-07-29,Casual,4079
2017-07-29,Member,5686
2017-07-30,Casual,7793
2017-07-30,Member,7974
2017-07-31,Casual,4096
2017-07-31,Member,9840
2017-08-01,Casual,2907
2017-08-01,Member,9495
2017-08-02,Casual,3333
2017-08-02,Member,10746
2017-08-03,Casual,3125
2017-08-03,Member,9671
2017-08-04,Casual,4317
2017-08-04,Member,9971
2017-08-05,Casual,8358
2017-08-05,Member,7988
2017-08-06,Casual,7173
2017-08-06,Member,6986
2017-08-07,Casual,926
2017-08-07,Member,4969
2017-08-08,Casual,3888
2017-08-08,Member,10854
2017-08-09,Casual,3946
2017-08-09,Member,11016
2017-08-10,Casual,4057
2017-08-10,Member,10722
2017-08-11,Casual,3383
2017-08-11,Member,9006
2017-08-12,Casual,5521
2017-08-12,Member,6171
2017-08-13,Casual,6791
2017-08-13,Member,7355
2017-08-14,Casual,3720
2017-08-14,Member,9460
2017-08-15,Casual,1918
2017-08-15,Member,8035
2017-08-16,Casual,3079
2017-08-16,Member,10498
2017-08-17,Casual,3094
2017-08-17,Member,10207
2017-08-18,Casual,2998
2017-08-18,Member,8405
2017-08-19,Casual,6170
2017-08-19,Member,7272
2017-08-20,Casual,5512
2017-08-20,Member,7131
2017-08-21,Casual,3096
2017-08-21,Member,9175
2017-08-22,Casual,2688
2017-08-22,Member,9915
2017-08-23,Casual,3242
2017-08-23,Member,10819
2017-08-24,Casual,3242
2017-08-24,Member,10892
2017-08-25,Casual,3958
2017-08-25,Member,10924
2017-08-26,Casual,6549
2017-08-26,Member,8130
2017-08-27,Casual,5745
2017-08-27,Member,7611
2017-08-28,Casual,2884
2017-08-28,Member,10245
2017-08-29,Casual,562
2017-08-29,Member,4058
2017-08-30,Casual,2884
2017-08-30,Member,11830
2017-08-31,Casual,2781
2017-08-31,Member,11130
2017-09-01,Casual,3359
2017-09-01,Member,9817
2017-09-02,Casual,1321
2017-09-02,Member,2854
2017-09-03,Casual,8860
2017-09-03,Member,6511
2017-09-04,Casual,6433
2017-09-04,Member,7147
2017-09-05,Casual,2069
2017-09-05,Member,9290
2017-09-06,Casual,443
2017-09-06,Member,5553
2017-09-07,Casual,2289
2017-09-07,Member,11761
2017-09-08,Casual,3245
2017-09-08,Member,11446
2017-09-09,Casual,6216
2017-09-09,Member,8546
2017-09-10,Casual,5188
2017-09-10,Member,7821
2017-09-11,Casual,2982
2017-09-11,Member,10419
2017-09-12,Casual,2741
2017-09-12,Member,11756
2017-09-13,Casual,2116
2017-09-13,Member,9804
2017-09-14,Casual,2257
2017-09-14,Member,10962
2017-09-15,Casual,3421
2017-09-15,Member,11183
2017-09-16,Casual,6589
2017-09-16,Member,8708
2017-09-17,Casual,5435
2017-09-17,Member,7734
2017-09-18,Casual,2632
2017-09-18,Member,10402
2017-09-19,Casual,2428
2017-09-19,Member,11617
2017-09-20,Casual,2355
2017-09-20,Member,11365
2017-09-21,Casual,2338
2017-09-21,Member,11143
2017-09-22,Casual,3301
2017-09-22,Member,10739
2017-09-23,Casual,5400
2017-09-23,Member,8084
2017-09-24,Casual,4863
2017-09-24,Member,7110
2017-09-25,Casual,2391
2017-09-25,Member,10262
2017-09-26,Casual,2041
2017-09-26,Member,11416
2017-09-27,Casual,2063
2017-09-27,Member,11218
2017-09-28,Casual,2528
2017-09-28,Member,11848
2017-09-29,Casual,3346
2017-09-29,Member,11184
2017-09-30,Casual,5132
2017-09-30,Member,7889
2017-10-01,Casual,4547
2017-10-01,Member,7455
2017-10-02,Casual,2096
2017-10-02,Member,10604
2017-10-03,Casual,2087
2017-10-03,Member,11397
2017-10-04,Casual,2087
2017-10-04,Member,11657
2017-10-05,Casual,2330
2017-10-05,Member,11562
2017-10-06,Casual,3797
2017-10-06,Member,11188
2017-10-07,Casual,7262
2017-10-07,Member,8215
2017-10-08,Casual,4501
2017-10-08,Member,5903
2017-10-09,Casual,2571
2017-10-09,Member,6459
2017-10-10,Casual,2678
2017-10-10,Member,10475
2017-10-11,Casual,1390
2017-10-11,Member,8984
2017-10-12,Casual,1788
2017-10-12,Member,9942
2017-10-13,Casual,2597
2017-10-13,Member,9772
2017-10-14,Casual,5572
2017-10-14,Member,8243
2017-10-15,Casual,4814
2017-10-15,Member,7514
2017-10-16,Casual,1985
2017-10-16,Member,9820
2017-10-17,Casual,1645
2017-10-17,Member,10641
2017-10-18,Casual,2023
2017-10-18,Member,10982
2017-10-19,Casual,2365
2017-10-19,Member,10949
2017-10-20,Casual,3343
2017-10-20,Member,10904
2017-10-21,Casual,6158
2017-10-21,Member,8306
2017-10-22,Casual,5571
2017-10-22,Member,7813
2017-10-23,Casual,2619
2017-10-23,Member,9983
2017-10-24,Casual,2148
2017-10-24,Member,11001
2017-10-25,Casual,1786
2017-10-25,Member,11035
2017-10-26,Casual,1578
2017-10-26,Member,10190
2017-10-27,Casual,2862
2017-10-27,Member,10287
2017-10-28,Casual,5483
2017-10-28,Member,7538
2017-10-29,Casual,1241
2017-10-29,Member,3350
2017-10-30,Casual,1461
2017-10-30,Member,8694
2017-10-31,Casual,1494
2017-10-31,Member,10091
2017-11-01,Casual,1094
2017-11-01,Member,9765
2017-11-02,Casual,1883
2017-11-02,Member,11042
2017-11-03,Casual,3092
2017-11-03,Member,10685
2017-11-04,Casual,3537
2017-11-04,Member,5741
2017-11-05,Casual,1590
2017-11-05,Member,4296
2017-11-06,Casual,1518
2017-11-06,Member,9498
2017-11-07,Casual,247
2017-11-07,Member,4865
2017-11-08,Casual,700
2017-11-08,Member,8554
2017-11-09,Casual,1014
2017-11-09,Member,8587
2017-11-10,Casual,1029
2017-11-10,Member,5726
2017-11-11,Casual,1448
2017-11-11,Member,4046
2017-11-12,Casual,1477
2017-11-12,Member,4220
2017-11-13,Casual,1032
2017-11-13,Member,8028
